item_id,transaction_id,product_id,quantity,unit_price_at_sale,discount_applied
I0028126,T005342,P009,1,32.99,0.0
I0028127,T005342,P008,1,17.99,0.0
I0028128,T005342,P034,1,21.99,0.0
I0028129,T005343,P006,1,21.99,0.0
I0028130,T005343,P012,1,54.99,0.0
I0028131,T005343,P023,1,22.99,0.0
I0028132,T005343,P018,1,56.99,0.0
I0028133,T005343,P019,2,94.99,0.0
I0028134,T005344,P047,1,149.99,0.0
I0028135,T005344,P014,1,41.99,0.0
I0028136,T005344,P038,1,51.99,0.0
I0028137,T005344,P002,1,37.99,0.0
I0028138,T005344,P009,1,32.99,0.0
I0028139,T005344,P013,1,79.99,0.0
I0028140,T005344,P001,1,39.99,0.0
I0028141,T005344,P045,1,119.99,0.0
I0028142,T005344,P031,1,41.99,0.0
I0028143,T005345,P013,3,79.99,0.0
I0028144,T005345,P001,1,39.99,0.0
I0028145,T005345,P017,1,42.99,0.0
I0028146,T005345,P003,1,74.99,0.0
I0028147,T005345,P028,1,56.99,0.0
I0028148,T005345,P008,1,17.99,0.0
I0028149,T005345,P047,1,149.99,0.0
I0028150,T005345,P005,1,52.99,0.0
I0028151,T005345,P036,1,56.99,0.0
I0028152,T005346,P011,1,109.99,0.0
I0028153,T005346,P006,1,21.99,0.0
I0028154,T005346,P009,1,32.99,0.0
I0028155,T005346,P037,1,62.99,0.0
I0028156,T005346,P017,1,42.99,0.0
I0028157,T005346,P026,1,94.99,0.0
I0028158,T005347,P020,1,26.99,0.0
I0028159,T005347,P002,1,37.99,0.0
I0028160,T005348,P031,1,41.99,0.0
I0028161,T005348,P036,1,56.99,0.0
I0028162,T005348,P002,1,37.99,0.0
I0028163,T005349,P008,1,17.99,0.0
I0028164,T005349,P011,1,109.99,0.0
I0028165,T005349,P025,1,41.99,0.0
I0028166,T005349,P002,1,37.99,0.0
I0028167,T005349,P003,1,74.99,0.0
I0028168,T005349,P034,1,21.99,0.0
I0028169,T005350,P029,1,79.99,0.0
I0028170,T005350,P014,1,41.99,0.0
I0028171,T005350,P003,1,74.99,0.0
I0028172,T005350,P013,1,79.99,0.0
I0028173,T005350,P018,1,56.99,0.0
I0028174,T005350,P031,1,41.99,0.0
I0028175,T005351,P002,1,37.99,0.0
I0028176,T005351,P018,1,56.99,0.0
I0028177,T005351,P009,1,32.99,0.0
I0028178,T005351,P010,1,16.99,0.0
I0028179,T005351,P016,1,32.99,0.0
I0028180,T005351,P012,1,54.99,0.0
I0028181,T005351,P005,1,52.99,0.0
I0028182,T005352,P005,1,52.99,0.0
I0028183,T005352,P025,1,41.99,0.0
I0028184,T005352,P007,1,18.99,0.0
I0028185,T005352,P016,1,32.99,0.0
I0028186,T005353,P022,1,18.99,0.0
I0028187,T005353,P015,1,19.99,0.0
I0028188,T005353,P013,1,79.99,0.0
I0028189,T005353,P048,1,39.99,0.0
I0028190,T005353,P010,2,16.99,0.0
I0028191,T005353,P018,1,56.99,0.0
I0028192,T005353,P019,1,94.99,0.0
I0028193,T005353,P024,1,32.99,0.0
I0028194,T005353,P028,1,56.99,0.0
I0028195,T005353,P021,2,47.99,0.0
I0028196,T005353,P007,1,18.99,0.0
I0028197,T005353,P035,1,14.99,0.0
I0028198,T005353,P046,1,64.99,0.0
I0028199,T005353,P009,1,32.99,0.0
I0028200,T005353,P002,1,37.99,0.0
I0028201,T005353,P031,1,41.99,0.0
I0028202,T005354,P007,1,18.99,0.0
I0028203,T005354,P023,1,22.99,0.0
I0028204,T005354,P029,2,79.99,0.0
I0028205,T005354,P037,1,62.99,0.0
I0028206,T005354,P045,1,119.99,0.0
I0028207,T005354,P010,1,16.99,0.0
I0028208,T005355,P001,1,39.99,0.0
I0028209,T005355,P039,1,209.99,0.0
I0028210,T005355,P017,1,42.99,0.0
I0028211,T005355,P011,3,109.99,0.0
I0028212,T005355,P007,1,18.99,0.0
I0028213,T005355,P010,1,16.99,0.0
I0028214,T005355,P013,1,79.99,0.0
I0028215,T005355,P037,1,62.99,0.0
I0028216,T005355,P030,1,139.99,0.0
I0028217,T005355,P012,1,54.99,0.0
I0028218,T005356,P011,1,109.99,0.0
I0028219,T005356,P009,1,32.99,0.0
I0028220,T005356,P025,1,41.99,0.0
I0028221,T005356,P021,1,47.99,0.0
I0028222,T005356,P010,1,16.99,0.0
I0028223,T005356,P023,1,22.99,0.0
I0028224,T005356,P004,1,54.99,0.0
I0028225,T005357,P029,1,79.99,0.0
I0028226,T005357,P033,1,64.99,0.0
I0028227,T005358,P023,1,22.99,0.0
I0028228,T005358,P048,1,39.99,0.0
I0028229,T005359,P015,1,19.99,0.0
I0028230,T005359,P013,1,79.99,0.0
I0028231,T005359,P001,1,39.99,0.0
I0028232,T005360,P003,1,74.99,0.0
I0028233,T005360,P023,2,22.99,0.0
I0028234,T005360,P039,1,209.99,0.0
I0028235,T005360,P001,1,39.99,0.0
I0028236,T005360,P004,3,54.99,0.0
I0028237,T005360,P015,1,19.99,0.0
I0028238,T005361,P030,1,139.99,0.0
I0028239,T005361,P021,1,47.99,0.0
I0028240,T005361,P047,1,149.99,0.0
I0028241,T005361,P012,1,54.99,0.0
I0028242,T005361,P048,1,39.99,0.0
I0028243,T005361,P015,1,19.99,0.0
I0028244,T005362,P016,1,32.99,0.0
I0028245,T005362,P008,2,17.99,0.0
I0028246,T005362,P013,1,79.99,0.0
I0028247,T005362,P026,1,94.99,0.0
I0028248,T005362,P006,1,21.99,0.0
I0028249,T005362,P039,1,209.99,0.0
I0028250,T005362,P012,1,54.99,0.0
I0028251,T005362,P004,1,54.99,0.0
I0028252,T005362,P014,1,41.99,0.0
I0028253,T005363,P028,1,56.99,0.0
I0028254,T005363,P002,1,37.99,0.0
I0028255,T005364,P033,1,64.99,0.0
I0028256,T005364,P005,1,52.99,0.0
I0028257,T005364,P018,1,56.99,0.0
I0028258,T005365,P011,1,109.99,0.0
I0028259,T005365,P022,1,18.99,0.0
I0028260,T005366,P023,1,22.99,0.0
I0028261,T005366,P004,1,54.99,0.0
I0028262,T005366,P010,1,16.99,0.0
I0028263,T005366,P037,1,62.99,0.0
I0028264,T005366,P038,1,51.99,0.0
I0028265,T005366,P039,1,209.99,0.0
I0028266,T005367,P022,1,18.99,0.0
I0028267,T005367,P001,1,39.99,0.0
I0028268,T005367,P004,1,54.99,0.0
I0028269,T005368,P005,1,52.99,0.0
I0028270,T005368,P031,2,41.99,0.0
I0028271,T005368,P012,1,54.99,0.0
I0028272,T005368,P034,1,21.99,0.0
I0028273,T005368,P008,1,17.99,0.0
I0028274,T005368,P015,1,19.99,0.0
I0028275,T005369,P031,1,41.99,0.0
I0028276,T005369,P012,1,54.99,0.0
I0028277,T005370,P007,2,18.99,0.0
I0028278,T005370,P036,1,56.99,0.0
I0028279,T005370,P028,1,56.99,0.0
I0028280,T005370,P001,1,39.99,0.0
I0028281,T005370,P018,1,56.99,0.0
I0028282,T005370,P012,1,54.99,0.0
I0028283,T005371,P027,1,99.99,0.0
I0028284,T005371,P012,1,54.99,0.0
I0028285,T005371,P009,1,32.99,0.0
I0028286,T005371,P004,1,54.99,0.0
I0028287,T005372,P011,2,109.99,0.0
I0028288,T005372,P030,1,139.99,0.0
I0028289,T005372,P002,1,37.99,0.0
I0028290,T005372,P008,1,17.99,0.0
I0028291,T005372,P022,1,18.99,0.0
I0028292,T005372,P042,2,79.99,0.0
I0028293,T005372,P040,1,41.99,0.0
I0028294,T005372,P023,1,22.99,0.0
I0028295,T005372,P013,1,79.99,0.0
I0028296,T005373,P005,1,52.99,0.0
I0028297,T005373,P022,1,18.99,0.0
I0028298,T005373,P035,1,14.99,0.0
I0028299,T005373,P043,1,59.99,0.0
I0028300,T005374,P039,1,209.99,0.0
I0028301,T005374,P046,1,64.99,0.0
I0028302,T005374,P008,1,17.99,0.0
I0028303,T005375,P030,1,139.99,0.0
I0028304,T005375,P009,1,32.99,0.0
I0028305,T005375,P010,1,16.99,0.0
I0028306,T005375,P029,1,79.99,0.0
I0028307,T005375,P033,1,64.99,0.0
I0028308,T005375,P011,1,109.99,0.0
I0028309,T005376,P005,1,52.99,0.0
I0028310,T005376,P025,1,41.99,0.0
I0028311,T005377,P033,1,64.99,0.0
I0028312,T005377,P022,1,18.99,0.0
I0028313,T005378,P007,1,18.99,0.0
I0028314,T005379,P040,1,41.99,0.0
I0028315,T005379,P014,1,41.99,0.0
I0028316,T005379,P047,1,149.99,0.0
I0028317,T005380,P004,1,54.99,0.0
I0028318,T005381,P048,1,39.99,0.0
I0028319,T005382,P018,1,56.99,0.0
I0028320,T005382,P014,1,41.99,0.0
I0028321,T005382,P020,1,26.99,0.0
I0028322,T005383,P029,1,79.99,0.0
I0028323,T005383,P018,1,56.99,0.0
I0028324,T005383,P045,1,119.99,0.0
I0028325,T005383,P033,1,64.99,0.0
I0028326,T005383,P021,1,47.99,0.0
I0028327,T005383,P044,1,39.99,0.0
I0028328,T005383,P015,1,19.99,0.0
I0028329,T005383,P042,1,79.99,0.0
I0028330,T005384,P019,1,94.99,0.0
I0028331,T005384,P045,1,119.99,0.0
I0028332,T005384,P038,1,51.99,0.0
I0028333,T005384,P025,1,41.99,0.0
I0028334,T005385,P046,1,64.99,0.0
I0028335,T005385,P048,1,39.99,0.0
I0028336,T005385,P004,1,54.99,0.0
I0028337,T005385,P008,1,17.99,0.0
I0028338,T005385,P022,1,18.99,0.0
I0028339,T005385,P021,1,47.99,0.0
I0028340,T005386,P021,1,47.99,0.0
I0028341,T005386,P018,1,56.99,0.0
I0028342,T005386,P017,2,42.99,0.0
I0028343,T005386,P015,1,19.99,0.0
I0028344,T005386,P048,1,39.99,0.0
I0028345,T005387,P001,1,39.99,0.0
I0028346,T005387,P018,1,56.99,0.0
I0028347,T005388,P013,1,79.99,0.0
I0028348,T005388,P001,1,39.99,0.0
I0028349,T005389,P019,1,94.99,0.0
I0028350,T005389,P008,1,17.99,0.0
I0028351,T005389,P032,1,32.99,0.0
I0028352,T005389,P010,1,16.99,0.0
I0028353,T005389,P004,2,54.99,0.0
I0028354,T005390,P023,1,22.99,0.0
I0028355,T005390,P008,1,17.99,0.0
I0028356,T005390,P026,1,94.99,0.0
I0028357,T005390,P022,1,18.99,0.0
I0028358,T005390,P009,1,32.99,0.0
I0028359,T005390,P028,1,56.99,0.0
I0028360,T005391,P046,1,64.99,0.0
I0028361,T005391,P019,1,94.99,0.0
I0028362,T005391,P020,1,26.99,0.0
I0028363,T005391,P024,1,32.99,0.0
I0028364,T005391,P006,1,21.99,0.0
I0028365,T005392,P020,1,26.99,0.0
I0028366,T005392,P046,1,64.99,0.0
I0028367,T005392,P022,1,18.99,0.0
I0028368,T005392,P030,1,139.99,0.0
I0028369,T005392,P028,1,56.99,0.0
I0028370,T005393,P013,1,79.99,0.0
I0028371,T005393,P047,1,149.99,0.0
I0028372,T005393,P048,1,39.99,0.0
I0028373,T005393,P021,1,47.99,0.0
I0028374,T005394,P008,1,17.99,0.0
I0028375,T005394,P012,1,54.99,0.0
I0028376,T005394,P006,1,21.99,0.0
I0028377,T005394,P048,1,39.99,0.0
I0028378,T005394,P018,1,56.99,0.0
I0028379,T005394,P021,1,47.99,0.0
I0028380,T005394,P047,1,149.99,0.0
I0028381,T005394,P016,1,32.99,0.0
I0028382,T005395,P020,1,26.99,0.0
I0028383,T005396,P001,1,39.99,0.0
I0028384,T005396,P012,1,54.99,0.0
I0028385,T005396,P014,1,41.99,0.0
I0028386,T005397,P012,1,54.99,0.0
I0028387,T005397,P046,1,64.99,0.0
I0028388,T005397,P002,1,37.99,0.0
I0028389,T005397,P039,1,209.99,0.0
I0028390,T005397,P008,1,17.99,0.0
I0028391,T005397,P016,1,32.99,0.0
I0028392,T005398,P003,1,74.99,0.0
I0028393,T005398,P030,1,139.99,0.0
I0028394,T005398,P002,1,37.99,0.0
I0028395,T005399,P016,1,32.99,0.0
I0028396,T005399,P023,1,22.99,0.0
I0028397,T005399,P024,1,32.99,0.0
I0028398,T005400,P028,1,56.99,0.0
I0028399,T005400,P023,1,22.99,0.0
I0028400,T005401,P009,1,32.99,0.0
I0028401,T005402,P040,1,41.99,0.0
I0028402,T005402,P045,1,119.99,0.0
I0028403,T005402,P042,1,79.99,0.0
I0028404,T005402,P003,1,74.99,0.0
I0028405,T005402,P004,1,54.99,0.0
I0028406,T005402,P013,1,79.99,0.0
I0028407,T005402,P030,1,139.99,0.0
I0028408,T005403,P036,1,56.99,0.0
I0028409,T005403,P003,1,74.99,0.0
I0028410,T005403,P018,1,56.99,0.0
I0028411,T005403,P024,1,32.99,0.0
I0028412,T005403,P013,1,79.99,0.0
I0028413,T005403,P015,1,19.99,0.0
I0028414,T005403,P025,1,41.99,0.0
I0028415,T005403,P022,1,18.99,0.0
I0028416,T005404,P004,1,54.99,0.0
I0028417,T005404,P005,1,52.99,0.0
I0028418,T005405,P023,2,22.99,0.0
I0028419,T005405,P016,1,32.99,0.0
I0028420,T005405,P015,1,19.99,0.0
I0028421,T005405,P039,1,209.99,0.0
I0028422,T005405,P007,1,18.99,0.0
I0028423,T005405,P005,1,52.99,0.0
I0028424,T005405,P017,1,42.99,0.0
I0028425,T005406,P005,1,52.99,0.0
I0028426,T005406,P009,1,32.99,0.0
I0028427,T005406,P002,2,37.99,0.0
I0028428,T005406,P014,1,41.99,0.0
I0028429,T005406,P016,1,32.99,0.0
I0028430,T005406,P021,1,47.99,0.0
I0028431,T005407,P044,1,39.99,0.0
I0028432,T005407,P002,1,37.99,0.0
I0028433,T005407,P012,1,54.99,0.0
I0028434,T005407,P019,1,94.99,0.0
I0028435,T005408,P023,2,22.99,0.0
I0028436,T005408,P010,1,16.99,0.0
I0028437,T005408,P014,1,41.99,0.0
I0028438,T005409,P007,2,18.99,0.0
I0028439,T005409,P048,1,39.99,0.0
I0028440,T005409,P015,1,19.99,0.0
I0028441,T005409,P017,1,42.99,0.0
I0028442,T005409,P009,1,32.99,0.0
I0028443,T005409,P021,1,47.99,0.0
I0028444,T005410,P006,1,21.99,0.0
I0028445,T005410,P004,1,54.99,0.0
I0028446,T005410,P010,2,16.99,0.0
I0028447,T005410,P048,2,39.99,0.0
I0028448,T005410,P025,1,41.99,0.0
I0028449,T005410,P007,1,18.99,0.0
I0028450,T005410,P045,1,119.99,0.0
I0028451,T005410,P009,1,32.99,0.0
I0028452,T005410,P015,1,19.99,0.0
I0028453,T005411,P022,1,18.99,0.0
I0028454,T005411,P026,1,94.99,0.0
I0028455,T005411,P028,1,56.99,0.0
I0028456,T005411,P038,1,51.99,0.0
I0028457,T005411,P030,1,139.99,0.0
I0028458,T005411,P003,1,74.99,0.0
I0028459,T005411,P012,1,54.99,0.0
I0028460,T005411,P001,1,39.99,0.0
I0028461,T005411,P010,2,16.99,0.0
I0028462,T005411,P025,1,41.99,0.0
I0028463,T005411,P023,1,22.99,0.0
I0028464,T005411,P037,1,62.99,0.0
I0028465,T005411,P013,1,79.99,0.0
I0028466,T005412,P035,1,14.99,0.0
I0028467,T005412,P023,1,22.99,0.0
I0028468,T005412,P020,1,26.99,0.0
I0028469,T005412,P009,1,32.99,0.0
I0028470,T005413,P045,1,119.99,0.0
I0028471,T005413,P024,1,32.99,0.0
I0028472,T005414,P017,1,42.99,0.0
I0028473,T005414,P031,1,41.99,0.0
I0028474,T005414,P003,1,74.99,0.0
I0028475,T005414,P010,1,16.99,0.0
I0028476,T005414,P008,1,17.99,0.0
I0028477,T005414,P023,1,22.99,0.0
I0028478,T005414,P020,1,26.99,0.0
I0028479,T005415,P012,1,54.99,0.0
I0028480,T005415,P007,1,18.99,0.0
I0028481,T005415,P033,1,64.99,0.0
I0028482,T005415,P010,1,16.99,0.0
I0028483,T005416,P002,1,37.99,0.0
I0028484,T005416,P030,1,139.99,0.0
I0028485,T005416,P038,1,51.99,0.0
I0028486,T005416,P022,1,18.99,0.0
I0028487,T005416,P006,1,21.99,0.0
I0028488,T005416,P015,1,19.99,0.0
I0028489,T005416,P033,1,64.99,0.0
I0028490,T005417,P026,1,94.99,0.0
I0028491,T005417,P001,1,39.99,0.0
I0028492,T005417,P031,1,41.99,0.0
I0028493,T005417,P002,1,37.99,0.0
I0028494,T005417,P025,1,41.99,0.0
I0028495,T005418,P019,1,94.99,0.0
I0028496,T005418,P030,1,139.99,0.0
I0028497,T005418,P011,1,109.99,0.0
I0028498,T005419,P012,1,54.99,0.0
I0028499,T005419,P016,1,32.99,0.0
I0028500,T005419,P002,1,37.99,0.0
I0028501,T005419,P015,2,19.99,0.0
I0028502,T005419,P045,1,119.99,0.0
I0028503,T005419,P030,1,139.99,0.0
I0028504,T005419,P044,1,39.99,0.0
I0028505,T005419,P008,1,17.99,0.0
I0028506,T005420,P034,2,21.99,0.0
I0028507,T005420,P028,1,56.99,0.0
I0028508,T005420,P010,2,16.99,0.0
I0028509,T005420,P001,1,39.99,0.0
I0028510,T005420,P047,1,149.99,0.0
I0028511,T005420,P038,1,51.99,0.0
I0028512,T005420,P004,1,54.99,0.0
I0028513,T005420,P015,2,19.99,0.0
I0028514,T005420,P029,1,79.99,0.0
I0028515,T005420,P009,1,32.99,0.0
I0028516,T005420,P025,1,41.99,0.0
I0028517,T005420,P023,1,22.99,0.0
I0028518,T005420,P006,2,21.99,0.0
I0028519,T005420,P008,1,17.99,0.0
I0028520,T005420,P011,1,109.99,0.0
I0028521,T005420,P003,1,74.99,0.0
I0028522,T005420,P007,1,18.99,0.0
I0028523,T005420,P036,1,56.99,0.0
I0028524,T005421,P022,1,18.99,0.0
I0028525,T005421,P015,1,19.99,0.0
I0028526,T005422,P030,1,139.99,0.0
I0028527,T005422,P023,1,22.99,0.0
I0028528,T005422,P016,2,32.99,0.0
I0028529,T005422,P013,1,79.99,0.0
I0028530,T005422,P005,1,52.99,0.0
I0028531,T005422,P007,1,18.99,0.0
I0028532,T005422,P047,1,149.99,0.0
I0028533,T005422,P015,1,19.99,0.0
I0028534,T005423,P014,1,41.99,0.0
I0028535,T005423,P023,1,22.99,0.0
I0028536,T005423,P009,1,32.99,0.0
I0028537,T005423,P011,1,109.99,0.0
I0028538,T005423,P029,1,79.99,0.0
I0028539,T005424,P028,1,56.99,0.0
I0028540,T005424,P008,1,17.99,0.0
I0028541,T005424,P002,1,37.99,0.0
I0028542,T005424,P020,1,26.99,0.0
I0028543,T005424,P040,1,41.99,0.0
I0028544,T005424,P011,1,109.99,0.0
I0028545,T005425,P003,1,74.99,0.0
I0028546,T005425,P008,1,17.99,0.0
I0028547,T005425,P005,1,52.99,0.0
I0028548,T005426,P023,1,22.99,0.0
I0028549,T005426,P030,1,139.99,0.0
I0028550,T005426,P036,1,56.99,0.0
I0028551,T005427,P037,1,62.99,0.0
I0028552,T005427,P013,1,79.99,0.0
I0028553,T005427,P028,1,56.99,0.0
I0028554,T005428,P026,1,94.99,0.0
I0028555,T005428,P047,1,149.99,0.0
I0028556,T005428,P011,1,109.99,0.0
I0028557,T005428,P022,1,18.99,0.0
I0028558,T005429,P024,1,32.99,0.0
I0028559,T005429,P008,1,17.99,0.0
I0028560,T005429,P029,1,79.99,0.0
I0028561,T005429,P045,2,119.99,0.0
I0028562,T005429,P002,1,37.99,0.0
I0028563,T005429,P006,1,21.99,0.0
I0028564,T005429,P046,1,64.99,0.0
I0028565,T005429,P033,1,64.99,0.0
I0028566,T005429,P012,1,54.99,0.0
I0028567,T005429,P007,1,18.99,0.0
I0028568,T005430,P032,1,32.99,0.0
I0028569,T005430,P019,1,94.99,0.0
I0028570,T005431,P023,1,22.99,0.0
I0028571,T005431,P025,1,41.99,0.0
I0028572,T005431,P001,1,39.99,0.0
I0028573,T005431,P046,1,64.99,0.0
I0028574,T005431,P013,1,79.99,0.0
I0028575,T005431,P003,1,74.99,0.0
I0028576,T005432,P005,1,52.99,0.0
I0028577,T005432,P048,1,39.99,0.0
I0028578,T005432,P026,1,94.99,0.0
I0028579,T005432,P023,1,22.99,0.0
I0028580,T005432,P008,1,17.99,0.0
I0028581,T005432,P047,1,149.99,0.0
I0028582,T005433,P019,1,94.99,0.0
I0028583,T005433,P034,1,21.99,0.0
I0028584,T005433,P035,1,14.99,0.0
I0028585,T005433,P022,1,18.99,0.0
I0028586,T005433,P031,1,41.99,0.0
I0028587,T005433,P010,3,16.99,0.0
I0028588,T005433,P009,1,32.99,0.0
I0028589,T005433,P023,1,22.99,0.0
I0028590,T005433,P004,1,54.99,0.0
I0028591,T005434,P024,1,32.99,0.0
I0028592,T005434,P018,1,56.99,0.0
I0028593,T005434,P003,1,74.99,0.0
I0028594,T005434,P025,1,41.99,0.0
I0028595,T005434,P004,1,54.99,0.0
I0028596,T005434,P022,1,18.99,0.0
I0028597,T005434,P010,1,16.99,0.0
I0028598,T005435,P018,1,56.99,0.0
I0028599,T005435,P029,1,79.99,0.0
I0028600,T005435,P041,1,51.99,0.0
I0028601,T005436,P039,1,209.99,0.0
I0028602,T005436,P008,1,17.99,0.0
I0028603,T005437,P020,1,26.99,0.0
I0028604,T005438,P014,1,41.99,0.0
I0028605,T005438,P007,1,18.99,0.0
I0028606,T005438,P022,2,18.99,0.0
I0028607,T005438,P013,1,79.99,0.0
I0028608,T005438,P012,1,54.99,0.0
I0028609,T005438,P001,1,39.99,0.0
I0028610,T005438,P038,1,51.99,0.0
I0028611,T005438,P011,1,109.99,0.0
I0028612,T005438,P047,1,149.99,0.0
I0028613,T005438,P006,1,21.99,0.0
I0028614,T005438,P008,1,17.99,0.0
I0028615,T005438,P015,1,19.99,0.0
I0028616,T005438,P027,1,99.99,0.0
I0028617,T005438,P021,1,47.99,0.0
I0028618,T005439,P020,1,26.99,0.0
I0028619,T005439,P015,2,19.99,0.0
I0028620,T005439,P027,1,99.99,0.0
I0028621,T005439,P009,1,32.99,0.0
I0028622,T005439,P026,1,94.99,0.0
I0028623,T005439,P008,1,17.99,0.0
I0028624,T005439,P010,1,16.99,0.0
I0028625,T005439,P016,1,32.99,0.0
I0028626,T005439,P036,1,56.99,0.0
I0028627,T005439,P048,1,39.99,0.0
I0028628,T005439,P017,1,42.99,0.0
I0028629,T005440,P026,2,94.99,0.0
I0028630,T005440,P016,1,32.99,0.0
I0028631,T005440,P018,2,56.99,0.0
I0028632,T005440,P045,1,119.99,0.0
I0028633,T005440,P029,1,79.99,0.0
I0028634,T005440,P022,1,18.99,0.0
I0028635,T005440,P005,1,52.99,0.0
I0028636,T005440,P002,1,37.99,0.0
I0028637,T005440,P014,2,41.99,0.0
I0028638,T005440,P047,1,149.99,0.0
I0028639,T005440,P048,1,39.99,0.0
I0028640,T005441,P003,1,74.99,0.0
I0028641,T005441,P014,1,41.99,0.0
I0028642,T005441,P016,1,32.99,0.0
I0028643,T005441,P005,1,52.99,0.0
I0028644,T005441,P006,1,21.99,0.0
I0028645,T005441,P010,1,16.99,0.0
I0028646,T005441,P048,1,39.99,0.0
I0028647,T005442,P020,1,26.99,0.0
I0028648,T005442,P001,1,39.99,0.0
I0028649,T005442,P008,1,17.99,0.0
I0028650,T005442,P048,1,39.99,0.0
I0028651,T005443,P009,1,32.99,0.0
I0028652,T005443,P014,1,41.99,0.0
I0028653,T005443,P018,1,56.99,0.0
I0028654,T005444,P020,1,26.99,0.0
I0028655,T005444,P041,1,51.99,0.0
I0028656,T005445,P029,1,79.99,0.0
I0028657,T005445,P012,2,54.99,0.0
I0028658,T005445,P002,1,37.99,0.0
I0028659,T005446,P001,1,39.99,0.0
I0028660,T005446,P048,1,39.99,0.0
I0028661,T005446,P014,1,41.99,0.0
I0028662,T005446,P013,1,79.99,0.0
I0028663,T005446,P047,1,149.99,0.0
I0028664,T005446,P029,1,79.99,0.0
I0028665,T005446,P033,1,64.99,0.0
I0028666,T005447,P002,1,37.99,0.0
I0028667,T005447,P019,1,94.99,0.0
I0028668,T005447,P044,1,39.99,0.0
I0028669,T005447,P018,1,56.99,0.0
I0028670,T005448,P039,1,209.99,0.0
I0028671,T005448,P005,1,52.99,0.0
I0028672,T005448,P048,1,39.99,0.0
I0028673,T005448,P021,1,47.99,0.0
I0028674,T005448,P012,1,54.99,0.0
I0028675,T005448,P014,1,41.99,0.0
I0028676,T005448,P006,1,21.99,0.0
I0028677,T005449,P022,1,18.99,0.0
I0028678,T005449,P048,1,39.99,0.0
I0028679,T005449,P015,1,19.99,0.0
I0028680,T005449,P006,1,21.99,0.0
I0028681,T005450,P003,2,74.99,0.0
I0028682,T005450,P002,1,37.99,0.0
I0028683,T005450,P045,1,119.99,0.0
I0028684,T005450,P029,1,79.99,0.0
I0028685,T005451,P012,1,54.99,0.0
I0028686,T005451,P046,2,64.99,0.0
I0028687,T005451,P007,1,18.99,0.0
I0028688,T005451,P016,1,32.99,0.0
I0028689,T005451,P015,1,19.99,0.0
I0028690,T005451,P035,1,14.99,0.0
I0028691,T005451,P032,1,32.99,0.0
I0028692,T005451,P020,1,26.99,0.0
I0028693,T005451,P034,1,21.99,0.0
I0028694,T005452,P014,1,41.99,0.0
I0028695,T005452,P041,1,51.99,0.0
I0028696,T005452,P003,1,74.99,0.0
I0028697,T005453,P043,1,59.99,0.0
I0028698,T005453,P013,1,79.99,0.0
I0028699,T005453,P004,1,54.99,0.0
I0028700,T005453,P012,1,54.99,0.0
I0028701,T005453,P036,2,56.99,0.0
I0028702,T005454,P014,1,41.99,0.0
I0028703,T005454,P041,1,51.99,0.0
I0028704,T005454,P020,1,26.99,0.0
I0028705,T005454,P002,1,37.99,0.0
I0028706,T005454,P003,1,74.99,0.0
I0028707,T005454,P011,1,109.99,0.0
I0028708,T005454,P004,1,54.99,0.0
I0028709,T005455,P022,1,18.99,0.0
I0028710,T005455,P045,2,119.99,0.0
I0028711,T005455,P048,1,39.99,0.0
I0028712,T005455,P005,1,52.99,0.0
I0028713,T005456,P018,3,56.99,0.0
I0028714,T005456,P045,2,119.99,0.0
I0028715,T005456,P033,1,64.99,0.0
I0028716,T005456,P036,1,56.99,0.0
I0028717,T005456,P022,1,18.99,0.0
I0028718,T005456,P001,1,39.99,0.0
I0028719,T005456,P019,1,94.99,0.0
I0028720,T005456,P013,2,79.99,0.0
I0028721,T005456,P024,1,32.99,0.0
I0028722,T005456,P025,1,41.99,0.0
I0028723,T005456,P037,1,62.99,0.0
I0028724,T005456,P008,2,17.99,0.0
I0028725,T005457,P035,2,14.99,0.0
I0028726,T005457,P048,1,39.99,0.0
I0028727,T005457,P002,1,37.99,0.0
I0028728,T005457,P001,1,39.99,0.0
I0028729,T005457,P015,1,19.99,0.0
I0028730,T005457,P028,1,56.99,0.0
I0028731,T005457,P023,1,22.99,0.0
I0028732,T005457,P007,1,18.99,0.0
I0028733,T005457,P045,1,119.99,0.0
I0028734,T005457,P014,1,41.99,0.0
I0028735,T005458,P039,1,209.99,0.0
I0028736,T005458,P003,1,74.99,0.0
I0028737,T005458,P002,1,37.99,0.0
I0028738,T005458,P021,1,47.99,0.0
I0028739,T005458,P042,1,79.99,0.0
I0028740,T005458,P022,1,18.99,0.0
I0028741,T005458,P036,1,56.99,0.0
I0028742,T005458,P019,1,94.99,0.0
I0028743,T005459,P003,1,74.99,0.0
I0028744,T005459,P016,1,32.99,0.0
I0028745,T005459,P017,1,42.99,0.0
I0028746,T005459,P020,1,26.99,0.0
I0028747,T005460,P020,2,26.99,0.0
I0028748,T005460,P002,1,37.99,0.0
I0028749,T005460,P023,2,22.99,0.0
I0028750,T005461,P017,1,42.99,0.0
I0028751,T005461,P042,1,79.99,0.0
I0028752,T005462,P005,1,52.99,0.0
I0028753,T005462,P016,1,32.99,0.0
I0028754,T005462,P048,1,39.99,0.0
I0028755,T005462,P033,1,64.99,0.0
I0028756,T005462,P034,1,21.99,0.0
I0028757,T005462,P029,1,79.99,0.0
I0028758,T005463,P009,1,32.99,0.0
I0028759,T005463,P005,1,52.99,0.0
