transaction_id,store_id,customer_id,transaction_date,payment_method
T003815,S029,C01696,2024-08-18 10:47:00,Card
T003816,S031,C01346,2024-08-18 12:58:00,Card
T003817,S033,,2024-08-18 13:48:00,Card
T003818,S037,C01156,2024-08-18 15:49:00,Cash
T003819,S038,C02707,2024-08-18 12:00:00,Cash
T003820,S042,C01119,2024-08-18 18:19:00,SnapScan
T003821,S043,C01145,2024-08-18 15:11:00,Cash
T003822,S044,C00668,2024-08-18 14:35:00,Card
T003823,S045,,2024-08-18 16:10:00,Card
T003824,S002,,2024-08-19 16:33:00,Cash
T003825,S003,,2024-08-19 18:37:00,EFT
T003826,S005,C01758,2024-08-19 18:45:00,Card
T003827,S006,,2024-08-19 18:21:00,SnapScan
T003828,S007,C01425,2024-08-19 11:09:00,Card
T003829,S008,,2024-08-19 14:42:00,Cash
T003830,S011,C00133,2024-08-19 12:08:00,Card
T003831,S014,,2024-08-19 15:19:00,EFT
T003832,S017,C02799,2024-08-19 12:18:00,Card
T003833,S024,,2024-08-19 18:12:00,Card
T003834,S028,C01036,2024-08-19 17:26:00,Cash
T003835,S035,,2024-08-19 17:47:00,Cash
T003836,S038,,2024-08-19 17:20:00,Cash
T003837,S040,C02021,2024-08-19 15:59:00,Card
T003838,S042,,2024-08-19 16:17:00,Card
T003839,S002,C02082,2024-08-20 13:29:00,EFT
T003840,S008,C00510,2024-08-20 16:37:00,EFT
T003841,S010,,2024-08-20 08:41:00,Cash
T003842,S013,C00663,2024-08-20 13:37:00,EFT
T003843,S015,C01753,2024-08-20 14:15:00,Card
T003844,S022,,2024-08-20 18:29:00,Cash
T003845,S024,C01134,2024-08-20 16:14:00,Card
T003846,S026,C01320,2024-08-20 14:57:00,Card
T003847,S032,C01110,2024-08-20 14:22:00,Cash
T003848,S034,C00984,2024-08-20 13:34:00,Card
T003849,S037,C01733,2024-08-20 17:13:00,Cash
T003850,S038,C01793,2024-08-20 12:17:00,Card
T003851,S042,,2024-08-20 11:11:00,Cash
T003852,S043,C00063,2024-08-20 18:13:00,Cash
T003853,S002,C01623,2024-08-21 11:37:00,Card
T003854,S005,,2024-08-21 10:39:00,Card
T003855,S007,C01159,2024-08-21 13:59:00,EFT
T003856,S009,C02253,2024-08-21 15:12:00,Cash
T003857,S011,,2024-08-21 12:09:00,Cash
T003858,S012,C01499,2024-08-21 15:52:00,Card
T003859,S016,,2024-08-21 12:39:00,Cash
T003860,S020,C02307,2024-08-21 13:41:00,Card
T003861,S027,C02260,2024-08-21 15:07:00,Card
T003862,S029,,2024-08-21 14:12:00,Card
T003863,S039,C02200,2024-08-21 17:30:00,EFT
T003864,S040,C00435,2024-08-21 19:49:00,Card
T003865,S041,,2024-08-21 18:56:00,Cash
T003866,S001,C00632,2024-08-22 19:27:00,SnapScan
T003867,S007,C00689,2024-08-22 19:39:00,Card
T003868,S009,,2024-08-22 16:55:00,Card
T003869,S010,C02295,2024-08-22 16:05:00,Cash
T003870,S011,,2024-08-22 20:42:00,Card
T003871,S012,C02652,2024-08-22 14:56:00,Card
T003872,S013,,2024-08-22 15:10:00,Card
T003873,S014,C00708,2024-08-22 15:45:00,EFT
T003874,S015,,2024-08-22 10:36:00,Card
T003875,S016,,2024-08-22 10:10:00,Card
T003876,S017,C02646,2024-08-22 14:38:00,Card
T003877,S024,C00871,2024-08-22 18:08:00,Card
T003878,S025,C00983,2024-08-22 12:14:00,Card
T003879,S028,,2024-08-22 14:30:00,Card
T003880,S032,C01886,2024-08-22 16:31:00,Card
T003881,S033,C02164,2024-08-22 15:49:00,Cash
T003882,S035,C01395,2024-08-22 12:02:00,Card
T003883,S036,,2024-08-22 11:11:00,Card
T003884,S037,C00462,2024-08-22 17:44:00,Card
T003885,S042,C01281,2024-08-22 17:49:00,Cash
T003886,S044,,2024-08-22 18:52:00,SnapScan
T003887,S045,C01987,2024-08-22 15:52:00,Card
T003888,S002,,2024-08-23 11:22:00,Card
T003889,S004,C01788,2024-08-23 10:54:00,Card
T003890,S005,C01517,2024-08-23 16:18:00,Card
T003891,S007,,2024-08-23 18:58:00,Card
T003892,S009,,2024-08-23 15:48:00,Card
T003893,S011,C01969,2024-08-23 17:37:00,Card
T003894,S013,,2024-08-23 17:42:00,Card
T003895,S019,C02758,2024-08-23 16:33:00,Card
T003896,S022,,2024-08-23 16:37:00,Card
T003897,S025,C00267,2024-08-23 11:01:00,Cash
T003898,S028,C02674,2024-08-23 13:46:00,Cash
T003899,S031,C00779,2024-08-23 15:07:00,Cash
T003900,S038,,2024-08-23 19:36:00,Card
T003901,S044,C00899,2024-08-23 18:49:00,Card
T003902,S001,C02265,2024-08-24 16:25:00,Card
T003903,S004,,2024-08-24 16:13:00,Cash
T003904,S006,C00562,2024-08-24 18:52:00,Card
T003905,S007,,2024-08-24 15:56:00,Card
T003906,S009,,2024-08-24 18:05:00,Card
T003907,S010,,2024-08-24 09:42:00,Cash
T003908,S012,,2024-08-24 11:51:00,Card
T003909,S013,C00573,2024-08-24 17:18:00,Cash
T003910,S019,C02814,2024-08-24 20:04:00,Card
T003911,S020,,2024-08-24 17:23:00,Card
T003912,S022,,2024-08-24 11:42:00,Card
T003913,S023,C00151,2024-08-24 11:18:00,Cash
T003914,S024,C00294,2024-08-24 18:07:00,Card
T003915,S025,C01853,2024-08-24 09:49:00,Cash
T003916,S026,C01023,2024-08-24 19:06:00,Cash
T003917,S028,C02260,2024-08-24 19:17:00,Card
T003918,S029,C01052,2024-08-24 18:47:00,Cash
T003919,S033,C00426,2024-08-24 13:01:00,Cash
T003920,S034,C02843,2024-08-24 12:08:00,Cash
T003921,S035,,2024-08-24 16:52:00,Cash
T003922,S036,C00260,2024-08-24 13:39:00,EFT
T003923,S041,C02088,2024-08-24 13:25:00,Card
T003924,S044,C02390,2024-08-24 18:57:00,Cash
T003925,S045,,2024-08-24 17:05:00,Card
T003926,S001,,2024-08-25 19:37:00,Cash
T003927,S002,,2024-08-25 11:17:00,Card
T003928,S006,,2024-08-25 11:47:00,Card
T003929,S007,C01910,2024-08-25 16:01:00,SnapScan
T003930,S008,C02546,2024-08-25 14:54:00,Card
T003931,S009,C01113,2024-08-25 16:18:00,Cash
T003932,S010,,2024-08-25 19:46:00,Card
T003933,S011,,2024-08-25 15:14:00,Card
T003934,S012,C01849,2024-08-25 15:06:00,Cash
T003935,S013,C01293,2024-08-25 14:10:00,EFT
T003936,S016,,2024-08-25 12:36:00,Card
T003937,S018,,2024-08-25 13:16:00,Card
T003938,S019,C02031,2024-08-25 13:05:00,Cash
T003939,S020,,2024-08-25 20:48:00,Card
T003940,S021,,2024-08-25 19:09:00,Cash
T003941,S024,C01673,2024-08-25 18:35:00,Card
T003942,S025,C01911,2024-08-25 14:44:00,Card
T003943,S026,,2024-08-25 18:47:00,Card
T003944,S029,C02780,2024-08-25 16:01:00,Card
T003945,S031,C02277,2024-08-25 15:27:00,Card
T003946,S032,C00700,2024-08-25 17:59:00,Card
T003947,S034,C00491,2024-08-25 15:29:00,Cash
T003948,S035,,2024-08-25 17:49:00,Card
T003949,S036,C00866,2024-08-25 19:12:00,Card
T003950,S042,C02038,2024-08-25 17:34:00,EFT
T003951,S043,,2024-08-25 09:28:00,Card
T003952,S044,C01857,2024-08-25 14:34:00,EFT
T003953,S045,C01923,2024-08-25 09:08:00,Cash
T003954,S001,,2024-08-26 16:57:00,Card
T003955,S004,,2024-08-26 16:53:00,Card
T003956,S007,C00669,2024-08-26 17:07:00,Card
T003957,S009,,2024-08-26 18:44:00,Card
T003958,S010,,2024-08-26 17:35:00,Card
T003959,S011,C00775,2024-08-26 16:47:00,Card
T003960,S020,C02628,2024-08-26 19:18:00,Cash
T003961,S023,,2024-08-26 16:35:00,Cash
T003962,S025,C02588,2024-08-26 18:19:00,SnapScan
T003963,S029,,2024-08-26 14:52:00,Card
T003964,S030,,2024-08-26 15:52:00,Card
T003965,S032,,2024-08-26 09:30:00,SnapScan
T003966,S033,,2024-08-26 17:09:00,Card
T003967,S035,,2024-08-26 11:05:00,Cash
T003968,S037,,2024-08-26 18:27:00,Card
T003969,S039,,2024-08-26 12:19:00,Cash
T003970,S043,C01110,2024-08-26 17:22:00,Card
T003971,S045,C02732,2024-08-26 20:53:00,EFT
T003972,S001,,2024-08-27 12:10:00,Card
T003973,S002,C01935,2024-08-27 11:56:00,Card
T003974,S005,,2024-08-27 17:12:00,Card
T003975,S009,,2024-08-27 17:03:00,Cash
T003976,S011,,2024-08-27 20:21:00,SnapScan
T003977,S013,,2024-08-27 11:13:00,Card
T003978,S019,C02572,2024-08-27 11:40:00,Card
T003979,S021,,2024-08-27 16:25:00,Card
T003980,S022,,2024-08-27 13:11:00,SnapScan
T003981,S025,C00427,2024-08-27 11:02:00,Card
T003982,S026,C02548,2024-08-27 10:45:00,Card
T003983,S032,C01177,2024-08-27 20:28:00,Card
T003984,S037,,2024-08-27 11:18:00,Cash
T003985,S041,C02992,2024-08-27 11:26:00,Cash
T003986,S044,,2024-08-27 17:55:00,Card
T003987,S002,,2024-08-28 14:02:00,Card
T003988,S004,C00616,2024-08-28 14:42:00,EFT
T003989,S007,C00940,2024-08-28 14:06:00,Cash
T003990,S009,,2024-08-28 18:40:00,Card
T003991,S010,,2024-08-28 11:41:00,Card
T003992,S011,C00410,2024-08-28 12:56:00,Cash
T003993,S013,C01830,2024-08-28 14:18:00,Cash
T003994,S015,,2024-08-28 12:27:00,Card
T003995,S017,C00462,2024-08-28 17:24:00,Card
T003996,S018,C00894,2024-08-28 10:40:00,Card
T003997,S021,C01446,2024-08-28 16:06:00,SnapScan
T003998,S025,,2024-08-28 15:02:00,Card
T003999,S027,C02677,2024-08-28 18:09:00,EFT
T004000,S029,C02248,2024-08-28 15:16:00,SnapScan
T004001,S035,,2024-08-28 18:17:00,Cash
T004002,S036,C00214,2024-08-28 11:00:00,Card
T004003,S038,,2024-08-28 19:14:00,EFT
T004004,S040,,2024-08-28 16:05:00,EFT
T004005,S041,C01900,2024-08-28 13:22:00,Card
T004006,S044,C02749,2024-08-28 14:12:00,SnapScan
T004007,S002,C00728,2024-08-29 12:36:00,EFT
T004008,S007,,2024-08-29 09:42:00,Card
T004009,S009,,2024-08-29 14:54:00,Cash
T004010,S010,C01640,2024-08-29 14:09:00,Cash
T004011,S013,,2024-08-29 18:37:00,Cash
T004012,S015,C02457,2024-08-29 18:47:00,Card
T004013,S016,,2024-08-29 15:47:00,Card
T004014,S020,C00359,2024-08-29 17:17:00,Card
T004015,S022,C01377,2024-08-29 13:35:00,EFT
T004016,S025,C01453,2024-08-29 12:36:00,Card
T004017,S026,C00847,2024-08-29 16:58:00,Card
T004018,S035,,2024-08-29 12:07:00,Card
T004019,S039,C02707,2024-08-29 11:21:00,EFT
T004020,S040,C02113,2024-08-29 13:12:00,Card
T004021,S041,,2024-08-29 19:17:00,Card
T004022,S043,,2024-08-29 16:13:00,Cash
T004023,S044,C01513,2024-08-29 11:38:00,Card
T004024,S004,C00239,2024-08-30 17:43:00,Card
T004025,S006,C00665,2024-08-30 19:03:00,Cash
T004026,S007,,2024-08-30 14:59:00,Card
T004027,S008,C01455,2024-08-30 12:24:00,SnapScan
T004028,S009,C01795,2024-08-30 16:39:00,Card
T004029,S010,C01901,2024-08-30 18:13:00,Card
T004030,S011,C00912,2024-08-30 16:13:00,Cash
T004031,S012,,2024-08-30 15:49:00,Cash
T004032,S015,C02752,2024-08-30 15:56:00,Card
T004033,S017,C02374,2024-08-30 17:07:00,Card
T004034,S018,,2024-08-30 11:30:00,Cash
T004035,S020,C00345,2024-08-30 19:58:00,Cash
T004036,S023,C02017,2024-08-30 10:10:00,Card
T004037,S026,,2024-08-30 16:52:00,Cash
T004038,S027,C01679,2024-08-30 14:01:00,Cash
T004039,S029,C02112,2024-08-30 17:24:00,Cash
T004040,S031,C01752,2024-08-30 15:55:00,Cash
T004041,S032,,2024-08-30 17:49:00,Card
T004042,S033,,2024-08-30 12:17:00,Cash
T004043,S035,C01680,2024-08-30 11:35:00,Card
T004044,S002,C00066,2024-08-31 15:36:00,SnapScan
T004045,S004,,2024-08-31 15:48:00,Card
T004046,S005,C02073,2024-08-31 10:08:00,Card
T004047,S007,C01223,2024-08-31 14:15:00,Cash
T004048,S009,,2024-08-31 15:10:00,Cash
T004049,S010,C02972,2024-08-31 13:15:00,EFT
T004050,S011,,2024-08-31 17:25:00,Card
T004051,S012,C00015,2024-08-31 18:25:00,Card
T004052,S015,C01949,2024-08-31 16:15:00,Cash
T004053,S016,C01830,2024-08-31 12:45:00,Card
T004054,S019,,2024-08-31 10:50:00,Card
T004055,S022,,2024-08-31 15:07:00,Cash
T004056,S024,C02046,2024-08-31 13:45:00,Cash
T004057,S025,C02219,2024-08-31 15:42:00,Card
T004058,S032,C00858,2024-08-31 11:32:00,Card
T004059,S035,,2024-08-31 10:35:00,Card
T004060,S036,C01735,2024-08-31 12:03:00,Cash
T004061,S037,,2024-08-31 19:44:00,Card
T004062,S038,,2024-08-31 09:29:00,Card
T004063,S039,,2024-08-31 10:54:00,Card
T004064,S042,,2024-08-31 17:44:00,Card
T004065,S043,,2024-08-31 14:58:00,Card
T004066,S045,,2024-08-31 16:31:00,Card
T004067,S001,C01298,2024-09-01 18:46:00,Cash
T004068,S003,C00226,2024-09-01 16:40:00,Card
T004069,S007,C02484,2024-09-01 10:37:00,Cash
T004070,S009,,2024-09-01 15:03:00,Card
T004071,S011,,2024-09-01 15:46:00,Cash
T004072,S013,,2024-09-01 19:49:00,Card
T004073,S014,C01289,2024-09-01 14:21:00,Card
T004074,S021,,2024-09-01 12:33:00,Card
T004075,S024,,2024-09-01 15:45:00,Cash
T004076,S025,C02057,2024-09-01 10:46:00,Card
T004077,S027,,2024-09-01 11:07:00,Card
T004078,S029,C01995,2024-09-01 12:27:00,Cash
T004079,S032,C01449,2024-09-01 08:24:00,Card
T004080,S033,C00716,2024-09-01 14:36:00,Card
T004081,S035,C02993,2024-09-01 14:04:00,Cash
T004082,S036,C02066,2024-09-01 20:10:00,EFT
T004083,S040,C02740,2024-09-01 09:14:00,Card
T004084,S002,C00188,2024-09-02 14:24:00,Card
T004085,S004,,2024-09-02 15:30:00,EFT
T004086,S005,C02803,2024-09-02 09:40:00,EFT
T004087,S007,C00820,2024-09-02 15:03:00,Card
T004088,S009,C02484,2024-09-02 17:31:00,Cash
T004089,S010,,2024-09-02 09:32:00,Cash
T004090,S014,,2024-09-02 19:20:00,Card
T004091,S025,C02988,2024-09-02 14:55:00,Card
T004092,S027,C01358,2024-09-02 16:15:00,Card
T004093,S028,C02007,2024-09-02 12:43:00,Card
T004094,S035,C00668,2024-09-02 14:10:00,Cash
T004095,S042,C02813,2024-09-02 16:31:00,Cash
T004096,S044,C01794,2024-09-02 16:40:00,Cash
T004097,S045,C01240,2024-09-02 15:40:00,Card
T004098,S002,,2024-09-03 13:21:00,Card
T004099,S005,C01520,2024-09-03 16:38:00,Cash
T004100,S006,C02258,2024-09-03 14:21:00,Cash
T004101,S007,,2024-09-03 15:43:00,Card
T004102,S009,C02385,2024-09-03 20:53:00,Card
T004103,S010,C02215,2024-09-03 12:29:00,Card
T004104,S011,,2024-09-03 10:06:00,Card
T004105,S012,C01351,2024-09-03 14:04:00,Card
T004106,S015,C01043,2024-09-03 18:54:00,Card
T004107,S016,,2024-09-03 13:43:00,Card
T004108,S023,,2024-09-03 20:19:00,Cash
T004109,S025,C01594,2024-09-03 11:11:00,EFT
T004110,S027,C01600,2024-09-03 16:01:00,Cash
T004111,S028,C02692,2024-09-03 15:19:00,Card
T004112,S034,C00279,2024-09-03 16:22:00,Card
T004113,S035,,2024-09-03 16:00:00,Cash
T004114,S038,C02369,2024-09-03 14:24:00,Cash
T004115,S039,C00820,2024-09-03 14:53:00,Card
T004116,S040,,2024-09-03 19:15:00,Card
T004117,S045,,2024-09-03 12:56:00,EFT
T004118,S007,,2024-09-04 18:02:00,Card
T004119,S008,,2024-09-04 19:56:00,Cash
T004120,S009,,2024-09-04 11:26:00,Cash
T004121,S010,C01679,2024-09-04 14:54:00,EFT
T004122,S011,C01393,2024-09-04 14:43:00,Card
T004123,S015,,2024-09-04 13:39:00,Card
T004124,S018,C00463,2024-09-04 11:51:00,Card
T004125,S020,C00550,2024-09-04 15:04:00,Card
T004126,S025,,2024-09-04 11:21:00,Cash
T004127,S033,C00781,2024-09-04 11:23:00,Card
T004128,S035,,2024-09-04 09:40:00,Cash
T004129,S036,C01152,2024-09-04 10:51:00,Card
T004130,S042,,2024-09-04 16:34:00,Cash
T004131,S044,C00468,2024-09-04 16:56:00,Cash
T004132,S002,,2024-09-05 17:37:00,Card
T004133,S005,,2024-09-05 09:32:00,Card
T004134,S006,,2024-09-05 09:08:00,Cash
T004135,S007,C01606,2024-09-05 14:13:00,Card
T004136,S008,,2024-09-05 11:19:00,EFT
T004137,S009,,2024-09-05 10:30:00,Card
T004138,S010,C02803,2024-09-05 08:24:00,Card
T004139,S019,,2024-09-05 14:49:00,Card
T004140,S021,C00782,2024-09-05 16:49:00,Cash
T004141,S024,C01646,2024-09-05 20:27:00,SnapScan
T004142,S030,,2024-09-05 14:23:00,EFT
T004143,S034,C01364,2024-09-05 15:37:00,Card
T004144,S045,C01986,2024-09-05 14:26:00,SnapScan
T004145,S001,,2024-09-06 11:24:00,Cash
T004146,S009,,2024-09-06 10:21:00,Cash
T004147,S010,C00943,2024-09-06 13:16:00,Card
T004148,S012,,2024-09-06 12:02:00,Cash
T004149,S013,,2024-09-06 09:00:00,Card
T004150,S015,C01026,2024-09-06 15:23:00,Card
T004151,S027,C00326,2024-09-06 13:21:00,Cash
T004152,S030,,2024-09-06 13:51:00,Cash
T004153,S032,C02676,2024-09-06 10:29:00,Cash
T004154,S034,C01920,2024-09-06 10:38:00,Card
T004155,S035,C00725,2024-09-06 14:52:00,Card
T004156,S040,,2024-09-06 09:55:00,Card
T004157,S042,C00396,2024-09-06 16:38:00,Card
T004158,S044,C02703,2024-09-06 13:54:00,Card
T004159,S001,C00395,2024-09-07 18:16:00,Card
T004160,S007,C02472,2024-09-07 11:43:00,Card
T004161,S008,,2024-09-07 14:44:00,Card
T004162,S009,C02721,2024-09-07 12:28:00,Card
T004163,S010,C00838,2024-09-07 13:42:00,EFT
T004164,S011,,2024-09-07 13:52:00,Card
T004165,S012,C01516,2024-09-07 14:45:00,Card
T004166,S013,C00197,2024-09-07 14:50:00,Cash
T004167,S015,C02706,2024-09-07 17:33:00,Card
T004168,S018,C02579,2024-09-07 11:09:00,Card
T004169,S019,,2024-09-07 18:22:00,Cash
T004170,S022,C00058,2024-09-07 14:16:00,Card
T004171,S023,,2024-09-07 14:53:00,Card
T004172,S025,,2024-09-07 14:35:00,Cash
T004173,S026,C00361,2024-09-07 16:50:00,Card
T004174,S028,C00894,2024-09-07 14:16:00,Card
T004175,S029,,2024-09-07 18:52:00,Card
T004176,S033,C01952,2024-09-07 09:40:00,Cash
T004177,S034,C02294,2024-09-07 19:54:00,Card
T004178,S035,,2024-09-07 16:37:00,Card
T004179,S037,,2024-09-07 16:57:00,Card
T004180,S040,,2024-09-07 09:07:00,Card
T004181,S042,,2024-09-07 17:52:00,Card
T004182,S004,,2024-09-08 19:18:00,Card
T004183,S007,C01877,2024-09-08 14:09:00,Cash
T004184,S009,C00937,2024-09-08 16:51:00,Card
T004185,S011,C00159,2024-09-08 11:52:00,Cash
T004186,S013,C01231,2024-09-08 10:33:00,Card
T004187,S014,C01751,2024-09-08 14:14:00,EFT
T004188,S015,C01828,2024-09-08 15:18:00,Card
T004189,S016,C02350,2024-09-08 15:42:00,Card
T004190,S020,,2024-09-08 12:52:00,Card
T004191,S021,,2024-09-08 11:33:00,SnapScan
T004192,S028,,2024-09-08 10:27:00,Cash
T004193,S029,,2024-09-08 11:30:00,Card
T004194,S030,,2024-09-08 15:07:00,Card
T004195,S031,C02764,2024-09-08 20:38:00,Card
T004196,S032,C02391,2024-09-08 14:34:00,Card
T004197,S033,C01714,2024-09-08 16:37:00,Cash
T004198,S035,C00605,2024-09-08 09:40:00,Card
T004199,S036,C00705,2024-09-08 16:59:00,Cash
T004200,S040,C00328,2024-09-08 09:59:00,Card
T004201,S044,C01830,2024-09-08 17:06:00,Card
T004202,S045,C01156,2024-09-08 11:48:00,Card
T004203,S005,,2024-09-09 12:23:00,Card
T004204,S007,C02930,2024-09-09 12:06:00,Cash
T004205,S008,,2024-09-09 10:50:00,Cash
T004206,S009,,2024-09-09 20:15:00,Card
T004207,S011,C01911,2024-09-09 18:40:00,Card
T004208,S015,,2024-09-09 10:23:00,Card
T004209,S016,C00497,2024-09-09 18:57:00,Card
T004210,S017,,2024-09-09 15:59:00,Card
T004211,S019,,2024-09-09 16:34:00,Card
T004212,S026,C00894,2024-09-09 18:51:00,Card
T004213,S027,,2024-09-09 11:28:00,Cash
T004214,S029,C02538,2024-09-09 14:53:00,Card
T004215,S030,C00343,2024-09-09 14:10:00,Card
T004216,S032,C01156,2024-09-09 18:28:00,Card
T004217,S033,,2024-09-09 14:09:00,Card
T004218,S034,,2024-09-09 13:25:00,Card
T004219,S035,C01054,2024-09-09 11:33:00,Card
T004220,S041,,2024-09-09 10:30:00,Card
T004221,S043,C01015,2024-09-09 14:35:00,Cash
T004222,S044,C00387,2024-09-09 12:26:00,Card
T004223,S001,C01160,2024-09-10 13:40:00,EFT
T004224,S003,C01649,2024-09-10 17:05:00,Card
T004225,S005,C01438,2024-09-10 17:51:00,Cash
T004226,S006,,2024-09-10 13:49:00,Card
T004227,S009,C02294,2024-09-10 15:42:00,Card
T004228,S011,C01623,2024-09-10 16:38:00,EFT
T004229,S015,C00749,2024-09-10 11:20:00,EFT
T004230,S016,,2024-09-10 18:22:00,Card
T004231,S022,,2024-09-10 18:09:00,Card
T004232,S025,,2024-09-10 15:36:00,Card
T004233,S028,,2024-09-10 12:34:00,Card
T004234,S032,,2024-09-10 15:51:00,Cash
T004235,S039,,2024-09-10 14:08:00,Card
T004236,S042,,2024-09-10 14:08:00,EFT
T004237,S003,,2024-09-11 19:16:00,Cash
T004238,S004,C00655,2024-09-11 08:58:00,Card
T004239,S005,,2024-09-11 15:00:00,Cash
T004240,S017,C01480,2024-09-11 10:16:00,Card
T004241,S019,,2024-09-11 09:14:00,Card
T004242,S025,C00393,2024-09-11 18:49:00,Cash
T004243,S027,,2024-09-11 18:51:00,Card
T004244,S033,C01935,2024-09-11 18:33:00,Card
T004245,S037,,2024-09-11 12:21:00,Card
T004246,S040,C02342,2024-09-11 14:13:00,Cash
T004247,S045,C00632,2024-09-11 14:11:00,Card
T004248,S008,,2024-09-12 11:12:00,EFT
T004249,S010,,2024-09-12 16:18:00,Cash
T004250,S011,,2024-09-12 09:30:00,Card
T004251,S013,C01091,2024-09-12 11:02:00,Cash
T004252,S016,,2024-09-12 08:21:00,Card
T004253,S017,C01001,2024-09-12 15:08:00,Cash
T004254,S022,,2024-09-12 13:30:00,Card
T004255,S033,,2024-09-12 12:28:00,EFT
T004256,S035,C01888,2024-09-12 13:16:00,SnapScan
T004257,S036,C00271,2024-09-12 17:00:00,Cash
T004258,S042,,2024-09-12 11:40:00,Cash
T004259,S043,,2024-09-12 12:16:00,EFT
T004260,S009,C01226,2024-09-13 09:36:00,Card
T004261,S010,C02278,2024-09-13 14:26:00,Cash
T004262,S011,,2024-09-13 10:23:00,SnapScan
T004263,S017,,2024-09-13 12:50:00,Card
T004264,S019,C00424,2024-09-13 11:36:00,Cash
T004265,S025,C01204,2024-09-13 17:34:00,EFT
T004266,S031,,2024-09-13 18:48:00,Cash
T004267,S033,C02830,2024-09-13 16:10:00,EFT
T004268,S034,C01795,2024-09-13 17:57:00,Card
T004269,S035,C00323,2024-09-13 13:28:00,Cash
T004270,S039,C00163,2024-09-13 11:51:00,Cash
T004271,S042,,2024-09-13 12:57:00,Card
T004272,S044,C00974,2024-09-13 13:36:00,Card
T004273,S002,,2024-09-14 19:38:00,Card
T004274,S006,C02533,2024-09-14 17:46:00,SnapScan
T004275,S007,C01891,2024-09-14 13:18:00,Card
T004276,S008,C01725,2024-09-14 11:15:00,Cash
T004277,S009,,2024-09-14 13:55:00,Card
T004278,S010,C00452,2024-09-14 13:55:00,Card
T004279,S011,C02734,2024-09-14 13:18:00,SnapScan
T004280,S013,,2024-09-14 10:00:00,Card
T004281,S014,C01703,2024-09-14 13:27:00,Cash
T004282,S026,C02845,2024-09-14 09:41:00,Card
T004283,S027,C01092,2024-09-14 11:59:00,Card
T004284,S032,,2024-09-14 11:05:00,Card
T004285,S035,C00796,2024-09-14 15:58:00,EFT
T004286,S040,,2024-09-14 10:24:00,Cash
T004287,S042,C02729,2024-09-14 12:27:00,Cash
T004288,S043,,2024-09-14 11:57:00,SnapScan
T004289,S045,,2024-09-14 20:22:00,Card
T004290,S003,C00314,2024-09-15 15:05:00,EFT
T004291,S004,,2024-09-15 08:11:00,Card
T004292,S006,C00683,2024-09-15 14:36:00,Cash
T004293,S007,C00077,2024-09-15 14:22:00,Cash
T004294,S009,C02430,2024-09-15 16:25:00,Card
T004295,S010,C01100,2024-09-15 10:53:00,Cash
T004296,S011,C02899,2024-09-15 19:32:00,EFT
T004297,S012,,2024-09-15 14:36:00,Card
T004298,S013,C02805,2024-09-15 11:57:00,Cash
T004299,S016,C01785,2024-09-15 15:43:00,Card
T004300,S017,,2024-09-15 14:09:00,Cash
T004301,S019,,2024-09-15 12:34:00,Card
T004302,S024,,2024-09-15 18:15:00,Cash
T004303,S025,,2024-09-15 17:20:00,Card
T004304,S028,C00422,2024-09-15 16:14:00,Card
T004305,S033,,2024-09-15 15:59:00,EFT
T004306,S034,,2024-09-15 17:38:00,Cash
T004307,S035,,2024-09-15 10:39:00,Card
T004308,S036,C02288,2024-09-15 15:00:00,Card
T004309,S040,,2024-09-15 09:50:00,Cash
T004310,S041,C02288,2024-09-15 15:59:00,Card
T004311,S045,C01285,2024-09-15 08:08:00,Cash
T004312,S002,C00118,2024-09-16 17:35:00,EFT
T004313,S003,,2024-09-16 12:29:00,SnapScan
T004314,S006,C01728,2024-09-16 10:32:00,EFT
T004315,S007,,2024-09-16 14:02:00,Cash
T004316,S008,C02211,2024-09-16 09:26:00,Card
T004317,S009,C01738,2024-09-16 19:11:00,Cash
T004318,S011,C01917,2024-09-16 16:36:00,Cash
T004319,S013,,2024-09-16 19:54:00,Cash
T004320,S017,C00147,2024-09-16 14:39:00,EFT
T004321,S018,C02032,2024-09-16 13:07:00,Cash
T004322,S019,C01380,2024-09-16 18:49:00,Cash
T004323,S023,,2024-09-16 18:45:00,Cash
T004324,S025,C02972,2024-09-16 13:19:00,EFT
T004325,S026,C02844,2024-09-16 14:34:00,Cash
T004326,S031,,2024-09-16 15:20:00,Card
T004327,S044,C01677,2024-09-16 14:00:00,Card
T004328,S003,,2024-09-17 16:13:00,Card
T004329,S004,,2024-09-17 09:51:00,Card
T004330,S005,C02039,2024-09-17 16:57:00,EFT
T004331,S006,C00171,2024-09-17 19:41:00,Cash
T004332,S010,C00226,2024-09-17 15:09:00,Card
T004333,S011,C01204,2024-09-17 19:50:00,SnapScan
T004334,S012,,2024-09-17 17:46:00,Cash
T004335,S014,,2024-09-17 14:31:00,Cash
T004336,S017,,2024-09-17 15:25:00,EFT
T004337,S023,,2024-09-17 16:53:00,Cash
T004338,S025,C00533,2024-09-17 14:09:00,Cash
T004339,S026,C02000,2024-09-17 15:17:00,Card
T004340,S027,,2024-09-17 19:09:00,EFT
T004341,S028,,2024-09-17 09:01:00,Cash
T004342,S032,C02529,2024-09-17 19:53:00,Card
T004343,S033,,2024-09-17 14:38:00,Card
T004344,S034,C02217,2024-09-17 08:16:00,Cash
T004345,S039,C00183,2024-09-17 14:02:00,Card
T004346,S006,C02571,2024-09-18 11:56:00,Cash
